time,latitude,longitude,isDataPoint,within15(M),distanceFromSensor(M),distanceFromSupercomputerSensor(M),insideOutsideVal,locationType:
2019-03-30T14:01,32.8783167,-117.2423084,TRUE,1,0.86858736,708.37302,Inside,building
2019-03-30T14:02,32.8783087,-117.2423057,TRUE,1,0.056376275,709.12714,Inside,building
2019-03-30T14:03,32.8783201,-117.24230759999999,TRUE,1,1.2236252,707.99176,Inside,building
2019-03-30T14:04,32.878309,-117.2423048,TRUE,1,0.095995861,709.06764,Inside,building
2019-03-30T14:05,32.8783159,-117.24230759999999,TRUE,1,0.76373346,708.43186,Inside,building
2019-03-30T14:06,32.8783095,-117.2423055,TRUE,1,0.043561966,709.03705,Inside,building
2019-03-30T14:07,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T14:08,32.878318900000004,-117.2423084,TRUE,1,1.1055811,708.1425,Inside,building
2019-03-30T14:09,32.878318,-117.242308,FALSE,1,1.1055811,708.1425,Inside,building
2019-03-30T14:10,32.878316399999996,-117.2423074,TRUE,1,0.81442663,708.37322,Inside,building
2019-03-30T14:11,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T14:12,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T14:13,32.878310,-117.242309,FALSE,1,0.30068599,709.14626,Inside,building
2019-03-30T14:14,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T14:15,32.8783146,-117.2423064,TRUE,1,0.60306116,708.53062,Inside,building
2019-03-30T14:16,32.87831,-117.2423047,TRUE,1,0.13588644,708.9597,Inside,building
2019-03-30T14:17,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T14:18,32.878314,-117.242308,FALSE,1,0.30068599,709.14626,Inside,building
2019-03-30T14:19,32.8783179,-117.24230759999999,TRUE,1,0.98189083,708.22229,Inside,building
2019-03-30T14:20,32.878319399999995,-117.2423071,TRUE,1,1.1406668,708.04948,Inside,building
2019-03-30T14:21,32.878310600000006,-117.24230449999999,TRUE,1,0.19741307,708.89058,Inside,building
2019-03-30T14:22,32.8783152,-117.2423072,TRUE,1,0.67985856,708.49272,Inside,building
2019-03-30T14:23,32.8783168,-117.24230779999999,TRUE,1,0.86547396,708.3438,Inside,building
2019-03-30T14:24,32.878318,-117.242307,FALSE,1,0.86547396,708.3438,Inside,building
2019-03-30T14:25,32.8783193,-117.2423065,TRUE,1,1.1249696,708.04122,Inside,building
2019-03-30T14:26,32.878318699999994,-117.24230829999999,TRUE,1,1.0818424,708.16033,Inside,building
2019-03-30T14:27,32.8783195,-117.2423082,TRUE,1,1.1670307,708.07338,Inside,building
2019-03-30T14:28,32.878319,-117.242308,FALSE,1,1.1670307,708.07338,Inside,building
2019-03-30T14:29,32.8783175,-117.24230759999999,TRUE,1,0.93810036,708.2642,Inside,building
2019-03-30T14:30,32.878309,-117.2423061,TRUE,1,0.035769112,709.10817,Inside,building
2019-03-30T14:31,32.8783095,-117.2423055,TRUE,1,0.043561966,709.03705,Inside,building
2019-03-30T14:32,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T14:33,32.878308000000004,-117.24230759999999,TRUE,1,0.21461468,709.25977,Inside,building
2019-03-30T14:34,32.8783102,-117.24230449999999,TRUE,1,0.1646274,708.9325,Inside,building
2019-03-30T14:35,32.8783153,-117.2423082,TRUE,1,0.71435767,708.51348,Inside,building
2019-03-30T14:36,32.87831,-117.2423054,TRUE,1,0.096480364,708.98153,Inside,building
2019-03-30T14:37,32.8783148,-117.2423071,TRUE,1,0.63441523,708.53152,Inside,building
2019-03-30T14:38,32.878314,-117.242308,FALSE,1,0.63441523,708.53152,Inside,building
2019-03-30T14:39,32.8783138,-117.24230800000001,TRUE,1,0.55121384,708.66442,Inside,building
2019-03-30T14:40,32.878317,-117.242308,FALSE,1,0.55121384,708.66442,Inside,building
2019-03-30T14:41,32.8783201,-117.24230859999999,TRUE,1,1.2399087,708.02302,Inside,building
2019-03-30T14:42,32.878318,-117.242308,FALSE,1,1.2399087,708.02302,Inside,building
2019-03-30T14:43,32.8783167,-117.24230800000001,TRUE,1,0.85889487,708.36053,Inside,building
2019-03-30T14:44,32.878317800000005,-117.24230779999999,TRUE,1,0.97434441,708.23901,Inside,building
2019-03-30T14:45,32.878321,-117.242308,FALSE,1,0.97434441,708.23901,Inside,building
2019-03-30T14:46,32.878324400000004,-117.24230779999999,TRUE,1,1.7004509,707.54747,Inside,building
2019-03-30T14:47,32.8783195,-117.2423081,TRUE,1,1.1652733,708.07026,Inside,building
2019-03-30T14:48,32.8783196,-117.2423081,TRUE,1,1.1762041,708.05978,Inside,building
2019-03-30T14:49,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T14:50,32.8783249,-117.24230779999999,TRUE,1,1.7557226,707.49508,Inside,building
2019-03-30T14:51,32.878318,-117.242306,FALSE,1,1.7557226,707.49508,Inside,building
2019-03-30T14:52,32.8783109,-117.24230449999999,TRUE,1,0.22465692,708.85913,Inside,building
2019-03-30T14:53,32.8783193,-117.2423064,TRUE,1,1.1244656,708.03809,Inside,building
2019-03-30T14:54,32.878318300000004,-117.2423067,TRUE,1,1.0153582,708.15225,Inside,building
2019-03-30T14:55,32.878318300000004,-117.2423075,TRUE,1,1.0242516,708.17725,Inside,building
2019-03-30T14:56,32.878319,-117.242307,FALSE,1,1.0242516,708.17725,Inside,building
2019-03-30T14:57,32.8783202,-117.2423064,TRUE,1,1.2244269,707.94378,Inside,building
2019-03-30T14:58,32.8783174,-117.24230729999998,TRUE,1,0.92249539,708.26531,Inside,building
2019-03-30T14:59,32.8783217,-117.24230759999999,TRUE,1,1.4000638,707.82411,Inside,building
2019-03-30T15:00,32.8783202,-117.2423065,TRUE,1,1.2248897,707.94691,Inside,building
2019-03-30T15:01,32.878319,-117.24230759999999,TRUE,1,1.1025984,708.10702,Inside,building
2019-03-30T15:02,32.8783179,-117.24230759999999,TRUE,1,0.98189083,708.22229,Inside,building
2019-03-30T15:03,32.878317,-117.242308,FALSE,1,0.98189083,708.22229,Inside,building
2019-03-30T15:04,32.8783165,-117.24230759999999,TRUE,1,0.82894452,708.36899,Inside,building
2019-03-30T15:05,32.8783159,-117.2423081,TRUE,1,0.77534901,708.44748,Inside,building
2019-03-30T15:06,32.878319,-117.242308,FALSE,1,0.77534901,708.44748,Inside,building
2019-03-30T15:07,32.8783218,-117.24230759999999,TRUE,1,1.4111035,707.81363,Inside,building
2019-03-30T15:08,32.8783162,-117.2423084,TRUE,1,0.81535437,708.42542,Inside,building
2019-03-30T15:09,32.8783162,-117.2423084,TRUE,1,0.81535437,708.42542,Inside,building
2019-03-30T15:10,32.878319399999995,-117.2423067,TRUE,1,1.137298,708.03699,Inside,building
2019-03-30T15:11,32.8783093,-117.24230559999998,TRUE,1,0.02173634,709.06113,Inside,building
2019-03-30T15:12,32.878318900000004,-117.24230890000001,TRUE,1,1.1167647,708.15813,Inside,building
2019-03-30T15:13,32.878313399999996,-117.24230320000001,TRUE,1,0.52636293,708.55657,Inside,building
2019-03-30T15:14,32.878316600000005,-117.24231699999999,TRUE,1,1.3307839,708.65263,Inside,building
2019-03-30T15:15,32.8783124,-117.2423051,TRUE,1,0.36177847,708.72063,Inside,building
2019-03-30T15:16,32.878311,-117.242307,FALSE,1,0.36177847,708.72063,Inside,building
2019-03-30T15:17,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:18,32.878316600000005,-117.24231709999998,TRUE,1,1.3381357,708.65577,Inside,building
2019-03-30T15:19,32.8783212,-117.24231840000002,TRUE,1,1.7790302,708.21474,Inside,building
2019-03-30T15:20,32.8783247,-117.2423175,TRUE,1,2.04066,707.81995,Inside,building
2019-03-30T15:21,32.878307899999996,-117.2423082,TRUE,1,0.26669558,709.28897,Inside,building
2019-03-30T15:22,32.878309,-117.242309,FALSE,1,0.26669558,709.28897,Inside,building
2019-03-30T15:23,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:24,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:25,32.878310,-117.242309,FALSE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:26,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:27,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:28,32.878310,-117.242309,FALSE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:29,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:30,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:31,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:32,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:33,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:34,32.878310,-117.242309,FALSE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:35,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:36,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:37,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:38,32.878310,-117.242309,FALSE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:39,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:40,32.8783162,-117.2423047,TRUE,1,0.78511352,708.30989,Inside,building
2019-03-30T15:41,32.878313,-117.242307,FALSE,1,0.78511352,708.30989,Inside,building
2019-03-30T15:42,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:43,32.8783098,-117.2423061,TRUE,1,0.072360272,709.02432,Inside,building
2019-03-30T15:44,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:45,32.878310,-117.242309,FALSE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:46,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:47,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:48,32.878308000000004,-117.24230800000001,TRUE,1,0.24497443,709.27225,Inside,building
2019-03-30T15:49,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:50,32.878308000000004,-117.2423082,TRUE,1,0.26083607,709.27849,Inside,building
2019-03-30T15:51,32.878310,-117.242306,FALSE,1,0.26083607,709.27849,Inside,building
2019-03-30T15:52,32.878312300000005,-117.2423044,TRUE,1,0.36866445,708.70928,Inside,building
2019-03-30T15:53,32.878310,-117.242306,FALSE,1,0.36866445,708.70928,Inside,building
2019-03-30T15:54,32.878308000000004,-117.24230800000001,TRUE,1,0.24497443,709.27225,Inside,building
2019-03-30T15:55,32.878308000000004,-117.2423084,TRUE,1,0.27704889,709.28473,Inside,building
2019-03-30T15:56,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:57,32.878310,-117.242309,FALSE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:58,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T15:59,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T16:00,32.8783112,-117.24230619999999,TRUE,1,0.22550509,708.88071,Inside,building
2019-03-30T16:01,32.8783088,-117.24230759999999,TRUE,1,0.17387679,709.17592,Inside,building
2019-03-30T16:02,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T16:03,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T16:04,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T16:05,32.878308000000004,-117.2423085,TRUE,1,0.28526833,709.28785,Inside,building
2019-03-30T16:06,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T16:07,32.878310,-117.242309,FALSE,1,0.30068599,709.14626,Inside,building
2019-03-30T16:08,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T16:09,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T16:10,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T16:11,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T16:12,32.878312,-117.242306,FALSE,1,0.30068599,709.14626,Inside,building
2019-03-30T16:13,32.878315,-117.2423034,TRUE,1,0.68276371,708.3951,Inside,building
2019-03-30T16:14,32.878315,-117.2423042,TRUE,1,0.66201228,708.42005,Inside,building
2019-03-30T16:15,32.878312300000005,-117.2423058,TRUE,1,0.34470427,708.75294,Inside,building
2019-03-30T16:16,32.878313,-117.242304,FALSE,1,0.34470427,708.75294,Inside,building
2019-03-30T16:17,32.8783132,-117.2423023,TRUE,1,0.55195718,708.54948,Inside,building
2019-03-30T16:18,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T16:19,32.878316399999996,-117.242305,TRUE,1,0.80408154,708.29829,Inside,building
2019-03-30T16:20,32.8783161,-117.242309,TRUE,1,0.82338579,708.45465,Inside,building
2019-03-30T16:21,32.8783022,-117.24230779999999,TRUE,1,0.8004585,709.87391,Inside,building
2019-03-30T16:22,32.878311,-117.242314,FALSE,1,0.8004585,709.87391,Inside,building
2019-03-30T16:23,32.8783202,-117.2423203,TRUE,1,1.8247177,708.3791,Inside,building
2019-03-30T16:24,32.8783253,-117.24232859999998,TRUE,1,2.7817775,708.10618,Inside,building
2019-03-30T16:25,32.8783133,-117.2423017,TRUE,1,0.59534688,708.5203,Inside,building
2019-03-30T16:26,32.8783218,-117.24232759999998,TRUE,1,2.4713055,708.44107,Inside,building
2019-03-30T16:27,32.8783247,-117.24232830000001,TRUE,1,2.7175992,708.15953,Inside,building
2019-03-30T16:28,32.878321,-117.242323,FALSE,1,2.7175992,708.15953,Inside,building
2019-03-30T16:29,32.878317200000005,-117.24231840000002,TRUE,1,1.4750605,708.63368,Inside,building
2019-03-30T16:30,32.8783155,-117.2423118,TRUE,1,0.89704085,708.60505,Inside,building
2019-03-30T16:31,32.878308000000004,-117.2423064,TRUE,1,0.14472055,709.22234,Inside,building
2019-03-30T16:32,32.8783002,-117.2423061,TRUE,1,1.0011464,710.03058,Inside,building
2019-03-30T16:33,32.8783085,-117.24230659999999,TRUE,1,0.10788752,709.17617,Inside,building
2019-03-30T16:34,32.8783118,-117.2423084,TRUE,1,0.37753705,708.8865,Inside,building
2019-03-30T16:35,32.8783105,-117.2423075,TRUE,1,0.21470518,708.99464,Inside,building
2019-03-30T16:36,32.878309,-117.242308,FALSE,1,0.21470518,708.99464,Inside,building
2019-03-30T16:37,32.8783075,-117.2423084,TRUE,1,0.3077082,709.33713,Inside,building
2019-03-30T16:38,32.878308399999995,-117.24230690000002,TRUE,1,0.13588644,709.19601,Inside,building
2019-03-30T16:39,32.878309,-117.242307,FALSE,1,0.13588644,709.19601,Inside,building
2019-03-30T16:40,32.8783105,-117.2423071,TRUE,1,0.18876853,708.98216,Inside,building
2019-03-30T16:41,32.8783255,-117.24232930000001,TRUE,1,2.846233,708.1073,Inside,building
2019-03-30T16:42,32.8783247,-117.2423172,TRUE,1,2.0257984,707.81053,Inside,building
2019-03-30T16:43,32.8783248,-117.24232830000001,TRUE,1,2.7246648,708.14907,Inside,building
2019-03-30T16:44,32.8783214,-117.2423189,TRUE,1,1.8267052,708.20949,Inside,building
2019-03-30T16:45,32.8783218,-117.2423281,TRUE,1,2.5099086,708.45681,Inside,building
2019-03-30T16:46,32.878324400000004,-117.2423284,TRUE,1,2.7038491,708.19409,Inside,building
2019-03-30T16:47,32.878319,-117.242316,FALSE,1,2.7038491,708.19409,Inside,building
2019-03-30T16:48,32.8783131,-117.2423034,TRUE,1,0.48815164,708.59425,Inside,building
2019-03-30T16:49,32.878318699999994,-117.2423075,TRUE,1,1.0682143,708.13533,Inside,building
2019-03-30T16:50,32.878322999999995,-117.24230729999998,TRUE,1,1.5408702,707.67852,Inside,building
2019-03-30T16:51,32.878320,-117.242306,FALSE,1,1.5408702,707.67852,Inside,building
2019-03-30T16:52,32.8783165,-117.2423044,TRUE,1,0.82218405,708.26908,Inside,building
2019-03-30T16:53,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T16:54,32.878318,-117.24230590000002,TRUE,1,0.97855991,708.15871,Inside,building
2019-03-30T16:55,32.8783233,-117.24231759999999,TRUE,1,1.9163532,707.96971,Inside,building
2019-03-30T16:56,32.8783236,-117.2423278,TRUE,1,2.6047359,708.25893,Inside,building
2019-03-30T16:57,32.878323,-117.242328,FALSE,1,2.6047359,708.25893,Inside,building
2019-03-30T16:58,32.8783218,-117.2423279,TRUE,1,2.4944342,708.45051,Inside,building
2019-03-30T16:59,32.8783227,-117.24232649999999,TRUE,1,2.4474679,708.31222,Inside,building
2019-03-30T17:00,32.878307899999996,-117.24231979999999,TRUE,1,1.3153478,709.65168,Inside,building
2019-03-30T17:01,32.87831035,-117.24254599999999,TRUE,0,22.43128,716.761,Inside,building
2019-03-30T17:02,32.87930427,-117.2428364,TRUE,0,121.23468,626.93518,Inside,building
2019-03-30T17:03,32.8794053,-117.2433784,TRUE,0,157.75813,642.01973,Inside,building
2019-03-30T17:04,32.879081899999996,-117.24306200000001,TRUE,0,111.21623,658.59604,Inside,building
2019-03-30T17:05,32.878581,-117.24272920000001,TRUE,0,49.766839,695.40812,Inside,building
2019-03-30T17:06,32.878531,-117.242657,FALSE,0,49.766839,695.40812,Inside,building
2019-03-30T17:07,32.8784802,-117.24258459999999,TRUE,0,32.239625,700.53065,Inside,building
2019-03-30T17:08,32.878394,-117.242445,FALSE,0,32.239625,700.53065,Inside,building
2019-03-30T17:09,32.878306800000004,-117.242305,TRUE,1,0.27712748,709.30447,Inside,building
2019-03-30T17:10,32.878308399999995,-117.24230759999999,TRUE,1,0.19017889,709.21785,Inside,building
2019-03-30T17:11,32.8782983,-117.24230060000001,TRUE,1,1.3056837,710.05866,Inside,building
2019-03-30T17:12,32.8783074,-117.2423048,TRUE,1,0.22086422,709.23535,Inside,building
2019-03-30T17:13,32.8782983,-117.2422975,TRUE,1,1.4386689,709.96238,Inside,building
2019-03-30T17:14,32.878304,-117.242301,FALSE,1,1.4386689,709.96238,Inside,building
2019-03-30T17:15,32.87831,-117.24230520000002,TRUE,1,0.10513128,708.97529,Inside,building
2019-03-30T17:16,32.8783191,-117.2423179,TRUE,1,1.5775341,708.419,Inside,building
2019-03-30T17:17,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:18,32.878313,-117.242307,FALSE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:19,32.8783159,-117.24230520000002,TRUE,1,0.74711002,708.35693,Inside,building
2019-03-30T17:20,32.8783184,-117.2423068,TRUE,1,1.0272468,708.1449,Inside,building
2019-03-30T17:21,32.878314,-117.242308,FALSE,1,1.0272468,708.1449,Inside,building
2019-03-30T17:22,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:23,32.8783165,-117.24230949999999,TRUE,1,0.88220158,708.42836,Inside,building
2019-03-30T17:24,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:25,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:26,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:27,32.878310,-117.242309,FALSE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:28,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:29,32.878308000000004,-117.2423058,TRUE,1,0.13343391,709.20363,Inside,building
2019-03-30T17:30,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:31,32.878309200000004,-117.24230630000001,TRUE,1,0.046692165,709.09345,Inside,building
2019-03-30T17:32,32.878314399999994,-117.2423098,TRUE,1,0.6883757,708.65778,Inside,building
2019-03-30T17:33,32.8783141,-117.2423108,TRUE,1,0.71755343,708.72047,Inside,building
2019-03-30T17:34,32.8783098,-117.2423064,TRUE,1,0.087123934,709.03368,Inside,building
2019-03-30T17:35,32.878312199999996,-117.24230370000001,TRUE,1,0.38695839,708.69793,Inside,building
2019-03-30T17:36,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:37,32.878310,-117.242309,FALSE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:38,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:39,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:40,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:41,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:42,32.878310,-117.242309,FALSE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:43,32.8783095,-117.242309,TRUE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:44,32.878309,-117.242308,FALSE,1,0.30068599,709.14626,Inside,building
2019-03-30T17:45,32.8783087,-117.2423065,TRUE,1,0.085814848,709.15209,Inside,building
